SKU_ID,Category,Hub,Avg_Daily_Demand,Lead_Time_Days,Current_Stock,Unit_Cost,Stock_Aging_Days,Replenishment_Cycle_Days,Book_to_Ship_Days,Book_to_Deliver_Days,Demand_StdDev,Safety_Stock,Reorder_Point
MYT-SKU-00798,Footwear,Leipzig,6.45,6,143,391.76,281,7,4,8,2.136,8.63,47.33
MYT-SKU-00799,Footwear,Munich,6.02,6,482,260.21,196,7,4,10,2.994,12.1,48.22
MYT-SKU-00800,Accessories,Leipzig,4.37,4,230,181.14,105,14,0,5,2.335,7.71,25.19
MYT-SKU-00801,Footwear,HongKong,4.09,23,67,342.36,72,28,1,6,2.796,22.13,116.2
MYT-SKU-00802,Apparel,Munich,8.63,5,485,430.78,18,21,2,4,3.554,13.11,56.26
MYT-SKU-00803,Footwear,Leipzig,2.38,8,167,41.85,121,28,1,7,1.824,8.51,27.55
MYT-SKU-00804,Footwear,NewJersey,8.54,10,215,238.18,186,7,4,11,2.883,15.04,100.44
MYT-SKU-00805,Apparel,Leipzig,7.21,5,261,91.72,228,14,3,6,3.342,12.33,48.38
MYT-SKU-00806,Footwear,HongKong,3.13,20,152,132.02,228,7,2,3,1.522,11.23,73.83
MYT-SKU-00807,Accessories,Leipzig,4.47,7,206,290.63,77,28,3,7,2.266,9.89,41.18
MYT-SKU-00808,Accessories,HongKong,7.64,23,403,432.39,130,7,3,6,4.056,32.1,207.82
MYT-SKU-00809,Apparel,Munich,8.03,3,130,385.63,185,21,3,8,2.386,6.82,30.91
MYT-SKU-00810,Apparel,Munich,5.66,7,398,124.83,301,7,2,3,3.494,15.25,54.87
MYT-SKU-00811,Accessories,Munich,10.87,5,420,22.59,100,7,4,7,3.777,13.94,68.29
MYT-SKU-00812,Bags,Leipzig,7.95,7,538,439.21,199,7,4,6,3.988,17.41,73.06
MYT-SKU-00813,Apparel,HongKong,6.4,23,507,245.83,69,21,0,4,3.185,25.2,172.4
MYT-SKU-00814,Accessories,Munich,6.62,6,441,213.6,56,21,3,9,2.186,8.84,48.56
MYT-SKU-00815,Bags,Leipzig,3.04,7,199,352.24,133,7,3,5,2.418,10.56,31.84
MYT-SKU-00816,Apparel,HongKong,4.21,19,246,271.17,186,7,0,5,2.738,19.69,99.68
MYT-SKU-00817,Footwear,Leipzig,3.29,6,50,185.91,294,7,2,9,2.565,10.37,30.11
MYT-SKU-00818,Apparel,Leipzig,8.12,4,672,87.01,125,7,0,5,3.533,11.66,44.14
MYT-SKU-00819,Apparel,Leipzig,10.4,4,806,125.51,68,7,1,4,3.44,11.35,52.95
MYT-SKU-00820,Apparel,Munich,4.94,6,146,39.98,329,7,2,8,3.212,12.98,42.62
MYT-SKU-00821,Bags,Munich,4.5,6,128,58.48,51,7,1,6,3.138,12.68,39.68
MYT-SKU-00822,Apparel,NewJersey,5.05,9,90,391.92,110,14,1,2,2.952,14.61,60.06
MYT-SKU-00823,Apparel,Munich,8.18,4,356,66.92,358,28,3,9,2.648,8.74,41.46
MYT-SKU-00824,Apparel,Munich,5.24,4,466,42.19,37,14,2,3,2.269,7.49,28.45
MYT-SKU-00825,Apparel,NewJersey,9.35,9,208,373.95,70,7,0,5,4.113,20.36,104.51
MYT-SKU-00826,Accessories,Munich,6.92,6,397,429.65,73,7,4,7,2.494,10.08,51.6
MYT-SKU-00827,Apparel,Leipzig,6.26,7,218,102.11,184,7,3,4,2.468,10.77,54.59
MYT-SKU-00828,Apparel,Munich,9.06,5,721,343.69,134,14,4,11,2.561,9.45,54.75
MYT-SKU-00829,Footwear,Leipzig,2.91,7,154,83.19,291,7,3,10,2.1,9.17,29.54
MYT-SKU-00830,Apparel,Munich,12.67,7,1001,310.17,305,28,1,5,3.848,16.8,105.49
MYT-SKU-00831,Apparel,Munich,7.25,7,614,309.73,327,7,4,10,2.579,11.26,62.01
MYT-SKU-00832,Apparel,Leipzig,5.92,7,370,200.03,295,14,2,5,2.848,12.43,53.87
MYT-SKU-00833,Apparel,HongKong,9.74,19,353,398.32,39,7,2,5,3.684,26.5,211.56
MYT-SKU-00834,Apparel,Leipzig,5.89,8,286,65.02,306,14,2,3,2.26,10.55,57.67
MYT-SKU-00835,Apparel,NewJersey,6.33,12,395,220.73,219,7,2,7,2.059,11.77,87.73
MYT-SKU-00836,Apparel,Munich,6.92,6,442,275.56,89,7,3,5,3.719,15.03,56.55
MYT-SKU-00837,Accessories,Leipzig,6.26,8,125,344.46,19,7,2,9,2.277,10.63,60.71
MYT-SKU-00838,Apparel,Leipzig,6.95,7,287,74.5,1,7,4,8,3.672,16.03,64.68
MYT-SKU-00839,Footwear,NewJersey,3.47,9,191,246.3,251,7,1,3,2.102,10.4,41.63
MYT-SKU-00840,Footwear,Munich,3.02,4,121,211.27,80,14,4,10,2.173,7.17,19.25
MYT-SKU-00841,Apparel,Leipzig,8.68,8,507,194.39,168,7,0,6,3.233,15.09,84.53
MYT-SKU-00842,Footwear,NewJersey,9.25,13,261,169.39,184,7,0,3,3.921,23.33,143.58
MYT-SKU-00843,Apparel,Munich,6.21,6,109,448.65,38,7,2,3,2.465,9.96,47.22
MYT-SKU-00844,Accessories,NewJersey,5.23,9,212,86.51,153,21,2,7,2.186,10.82,57.89
MYT-SKU-00845,Apparel,Munich,6.96,7,401,341.81,94,7,2,5,2.895,12.64,61.36
MYT-SKU-00846,Apparel,HongKong,8.55,22,135,177.09,327,28,0,4,3.274,25.34,213.44
MYT-SKU-00847,Apparel,NewJersey,4.75,12,289,296.3,306,7,4,7,2.074,11.85,68.85
MYT-SKU-00848,Accessories,Leipzig,3.14,7,131,444.87,70,7,2,6,2.505,10.94,32.92
MYT-SKU-00849,Apparel,Leipzig,6.96,6,623,221.25,20,21,3,8,2.742,11.08,52.84
MYT-SKU-00850,Footwear,Munich,5.28,5,389,373.11,57,7,0,6,3.228,11.91,38.31
MYT-SKU-00851,Apparel,NewJersey,9.04,9,333,45.26,22,14,4,8,3.327,16.47,97.83
MYT-SKU-00852,Footwear,Leipzig,4.56,5,401,254.92,332,14,0,6,2.247,8.29,31.09
MYT-SKU-00853,Apparel,Munich,11.89,5,427,179.38,118,14,3,7,4.807,17.74,77.19
MYT-SKU-00854,Bags,Leipzig,5.43,4,126,509.18,297,7,3,4,2.225,7.34,29.06
MYT-SKU-00855,Apparel,Leipzig,7.44,7,127,28.15,297,7,4,9,2.327,10.16,62.24
MYT-SKU-00856,Apparel,Munich,10.54,6,777,208.1,347,7,1,4,3.142,12.7,75.94
MYT-SKU-00857,Apparel,Munich,12.88,4,501,228.62,95,21,2,5,2.913,9.61,61.13
MYT-SKU-00858,Apparel,Munich,6.24,7,554,381.98,147,21,3,8,2.777,12.12,55.8
MYT-SKU-00859,Footwear,Leipzig,10.99,6,674,180.49,189,28,1,3,4.2,16.97,82.91
MYT-SKU-00860,Apparel,Leipzig,8.07,6,220,152.43,268,28,2,7,2.989,12.08,60.5
MYT-SKU-00861,Bags,Leipzig,3.28,7,132,291.87,169,7,1,6,2.674,11.67,34.63
MYT-SKU-00862,Apparel,HongKong,10.83,19,579,203.76,65,14,3,7,2.815,20.25,226.02
MYT-SKU-00863,Apparel,NewJersey,6.49,10,449,123.49,42,21,4,8,2.364,12.33,77.23
MYT-SKU-00864,Apparel,Leipzig,10.5,5,623,31.82,210,14,3,9,3.273,12.08,64.58
MYT-SKU-00865,Apparel,Munich,8.48,7,293,445.75,48,14,3,7,2.795,12.2,71.56
MYT-SKU-00866,Footwear,Leipzig,4.89,8,248,347.28,346,7,2,5,2.132,9.95,49.07
MYT-SKU-00867,Apparel,Leipzig,6.39,4,200,443.63,139,14,0,1,2.32,7.66,33.22
MYT-SKU-00868,Apparel,Leipzig,8.39,4,346,302.28,245,28,4,11,3.423,11.3,44.86
MYT-SKU-00869,Bags,Leipzig,4.62,5,168,637.97,39,14,2,4,2.808,10.36,33.46
MYT-SKU-00870,Accessories,Leipzig,3.35,7,276,209.24,347,7,3,7,2.102,9.18,32.63
MYT-SKU-00871,Apparel,NewJersey,8.02,9,594,164.93,119,14,4,11,3.419,16.92,89.1
MYT-SKU-00872,Apparel,Munich,9.09,3,499,447.28,131,14,0,7,3.094,8.84,36.11
MYT-SKU-00873,Footwear,Leipzig,8.72,8,245,86.25,91,21,4,6,3.01,14.05,83.81
MYT-SKU-00874,Apparel,Munich,5.93,7,353,106.94,41,7,3,5,3.42,14.93,56.44
MYT-SKU-00875,Apparel,NewJersey,8.02,13,334,304.66,235,14,4,5,3.315,19.72,123.98
MYT-SKU-00876,Apparel,Munich,10.15,6,181,123.82,220,7,3,4,3.278,13.25,74.15
MYT-SKU-00877,Footwear,Munich,4.97,4,331,200.71,277,14,4,7,2.986,9.85,29.73
MYT-SKU-00878,Footwear,Munich,1.63,6,56,420.3,67,14,4,10,1.469,5.94,15.72
MYT-SKU-00879,Apparel,Leipzig,8.52,8,277,128.41,88,21,4,9,2.466,11.51,79.67
MYT-SKU-00880,Apparel,Munich,9.85,5,638,235.68,71,14,0,6,3.156,11.64,60.89
MYT-SKU-00881,Apparel,Leipzig,6.62,6,532,334.66,220,7,3,4,3.784,15.29,55.01
MYT-SKU-00882,Footwear,Leipzig,1.62,5,59,43.46,70,14,3,9,1.488,5.49,13.59
MYT-SKU-00883,Apparel,Munich,5.66,7,415,43.58,17,14,0,4,3.28,14.32,53.94
MYT-SKU-00884,Apparel,Munich,10.38,7,845,338.71,89,7,3,8,3.07,13.4,86.06
MYT-SKU-00885,Bags,HongKong,4.29,22,132,663.98,59,14,0,2,2.838,21.96,116.34
MYT-SKU-00886,Apparel,Leipzig,8.26,5,692,271.22,227,14,4,11,3.92,14.46,55.76
MYT-SKU-00887,Footwear,HongKong,9.77,22,354,28.72,30,21,0,3,3.079,23.83,238.77
MYT-SKU-00888,Apparel,Leipzig,5.66,8,177,209.9,112,7,1,6,2.962,13.82,59.1
MYT-SKU-00889,Apparel,Munich,8.33,3,350,327.56,5,14,3,10,3.009,8.6,33.59
MYT-SKU-00890,Apparel,Munich,6.96,5,224,288.72,227,7,0,7,2.844,10.49,45.29
MYT-SKU-00891,Footwear,Munich,3.32,7,192,98.8,145,7,4,5,2.452,10.7,33.94
MYT-SKU-00892,Bags,HongKong,5.67,19,286,56.43,240,28,1,8,2.919,20.99,128.72
MYT-SKU-00893,Bags,NewJersey,5.56,11,363,642.43,309,28,1,3,2.157,11.8,72.96
MYT-SKU-00894,Apparel,Leipzig,8.47,4,587,110.94,167,7,0,7,3.864,12.75,46.63
MYT-SKU-00895,Footwear,Munich,8.96,4,189,448.15,235,14,4,9,3.062,10.1,45.94
MYT-SKU-00896,Apparel,Munich,8.36,3,222,62.55,201,7,0,1,4.165,11.9,36.98
MYT-SKU-00897,Apparel,Munich,7.98,3,592,62.09,88,21,4,6,2.777,7.94,31.88
MYT-SKU-00898,Bags,Leipzig,3.68,5,73,487.43,163,14,1,2,2.764,10.2,28.6
MYT-SKU-00899,Apparel,Munich,7.64,3,492,130.32,5,14,1,3,2.752,7.86,30.78
MYT-SKU-00900,Apparel,NewJersey,5.04,11,326,438.78,22,14,3,7,3.064,16.77,72.21
MYT-SKU-00901,Apparel,Leipzig,7.83,4,550,115.81,47,14,4,11,2.732,9.02,40.34
MYT-SKU-00902,Apparel,NewJersey,6.53,9,205,285.14,99,14,4,8,3.798,18.8,77.57
MYT-SKU-00903,Apparel,HongKong,4.41,20,116,190.01,86,21,3,6,2.989,22.06,110.26
MYT-SKU-00904,Footwear,HongKong,4.85,21,236,51.55,342,21,4,6,2.005,15.16,117.01
MYT-SKU-00905,Apparel,Leipzig,13.14,5,239,322.1,116,7,1,8,4.42,16.31,82.01
MYT-SKU-00906,Bags,Leipzig,5.06,4,395,573.13,291,21,0,3,2.199,7.26,27.5
MYT-SKU-00907,Bags,Leipzig,5.99,5,425,598.46,300,7,3,4,2.437,8.99,38.94
MYT-SKU-00908,Apparel,Leipzig,4.91,5,399,226.61,341,14,0,7,2.966,10.94,35.49
MYT-SKU-00909,Apparel,Leipzig,7.34,4,149,439.44,342,7,2,5,2.3,7.59,36.95
MYT-SKU-00910,Apparel,NewJersey,11.03,9,927,362.3,41,7,4,11,4.172,20.65,119.92
MYT-SKU-00911,Footwear,HongKong,2.18,23,156,204.77,328,7,3,8,1.729,13.68,63.82
MYT-SKU-00912,Apparel,HongKong,8.82,19,207,55.56,284,28,2,3,4.052,29.14,196.72
MYT-SKU-00913,Footwear,NewJersey,3.42,9,78,123.42,20,14,4,7,1.563,7.74,38.52
MYT-SKU-00914,Apparel,Munich,7.27,7,600,350.2,229,14,0,5,2.759,12.04,62.93
MYT-SKU-00915,Footwear,Munich,2.52,5,126,397.29,164,14,0,1,1.487,5.49,18.09
MYT-SKU-00916,Apparel,Leipzig,7.36,8,662,302.15,194,7,3,5,3.347,15.62,74.5
MYT-SKU-00917,Apparel,Leipzig,8.12,5,509,181.91,288,21,0,3,3.675,13.56,54.16
MYT-SKU-00918,Accessories,HongKong,5.66,23,377,167.92,241,21,0,1,1.913,15.14,145.32
MYT-SKU-00919,Bags,Leipzig,6.45,8,323,270.64,316,7,4,7,3.075,14.35,65.95
MYT-SKU-00920,Apparel,Leipzig,8.3,6,396,227.26,303,14,0,2,3.085,12.47,62.27
MYT-SKU-00921,Bags,Leipzig,8.11,7,609,527.85,79,7,0,2,3.845,16.79,73.56
MYT-SKU-00922,Apparel,Munich,9.16,5,446,83.46,155,7,3,4,3.683,13.59,59.39
MYT-SKU-00923,Bags,Leipzig,8.62,8,452,33.85,19,7,2,6,3.474,16.21,85.17
MYT-SKU-00924,Bags,HongKong,5.99,20,265,72.78,42,7,0,6,3.22,23.76,143.56
MYT-SKU-00925,Apparel,Munich,7.04,4,209,303.64,73,7,2,8,3.374,11.13,39.29
MYT-SKU-00926,Apparel,Leipzig,11.15,7,877,383.73,242,7,3,9,3.977,17.36,95.41
MYT-SKU-00927,Apparel,Leipzig,6.85,4,216,190.08,283,7,2,8,2.916,9.62,37.02
MYT-SKU-00928,Apparel,Munich,5.16,7,194,159.9,364,28,3,5,2.964,12.94,49.06
MYT-SKU-00929,Footwear,Munich,4.75,3,282,20.76,99,7,4,5,3.041,8.69,22.94
MYT-SKU-00930,Apparel,NewJersey,6.55,10,258,38.67,7,14,4,8,2.658,13.87,79.37
MYT-SKU-00931,Apparel,Leipzig,4.57,4,190,342.58,102,14,4,10,3.109,10.26,28.54
MYT-SKU-00932,Bags,Munich,5.27,5,81,81.99,343,7,0,2,3.222,11.89,38.24
MYT-SKU-00933,Accessories,Munich,8.22,5,617,374.83,320,7,4,9,3.218,11.87,52.97
MYT-SKU-00934,Apparel,Leipzig,7.33,7,382,354.12,315,14,2,6,2.214,9.67,60.98
MYT-SKU-00935,Apparel,Leipzig,5.72,4,170,370.93,140,28,2,7,3.493,11.53,34.41
MYT-SKU-00936,Apparel,Leipzig,12.08,7,826,312.44,232,7,0,3,3.898,17.02,101.58
MYT-SKU-00937,Apparel,Munich,7.19,5,462,21.21,21,7,0,3,3.132,11.56,47.51
MYT-SKU-00938,Accessories,NewJersey,7.95,11,344,206.22,270,21,1,6,3.829,20.95,108.4
MYT-SKU-00939,Apparel,Leipzig,4.15,7,242,80.84,334,7,2,6,1.938,8.46,37.51
MYT-SKU-00940,Footwear,Munich,2.78,5,181,160.09,225,21,1,8,1.561,5.76,19.66
MYT-SKU-00941,Apparel,Leipzig,5.25,4,103,256.14,46,7,0,1,3.048,10.06,31.06
MYT-SKU-00942,Footwear,Leipzig,6.37,8,295,332.59,35,21,2,6,2.582,12.05,63.01
MYT-SKU-00943,Footwear,NewJersey,2.76,13,150,113.69,351,28,4,8,2.054,12.22,48.1
MYT-SKU-00944,Bags,NewJersey,6.59,11,456,253.85,268,14,4,10,2.913,15.94,88.43
MYT-SKU-00945,Apparel,Munich,10.95,7,478,103.96,254,21,0,5,2.988,13.04,89.69
MYT-SKU-00946,Apparel,NewJersey,8.69,13,242,443.1,280,21,3,8,4.344,25.84,138.81
MYT-SKU-00947,Apparel,HongKong,4.92,23,107,418.98,52,7,0,7,2.347,18.57,131.73
MYT-SKU-00948,Accessories,NewJersey,5.59,11,423,298.33,85,14,2,6,2.425,13.27,74.76
MYT-SKU-00949,Bags,Munich,9.25,7,471,597.24,194,14,0,7,4.399,19.2,83.95
MYT-SKU-00950,Footwear,Leipzig,2.52,7,81,326.87,28,14,0,2,1.491,6.51,24.15
MYT-SKU-00951,Footwear,Munich,3.77,6,284,383.69,168,21,4,8,1.573,6.36,28.98
MYT-SKU-00952,Footwear,HongKong,8.25,23,626,421.96,67,14,2,9,3.06,24.21,213.96
MYT-SKU-00953,Apparel,Munich,11.61,4,741,419.54,309,7,0,5,4.66,15.38,61.82
MYT-SKU-00954,Accessories,Leipzig,6.17,5,148,263.66,167,7,4,10,2.035,7.51,38.36
MYT-SKU-00955,Apparel,Munich,4.97,6,188,434.52,350,7,2,6,3.091,12.49,42.31
MYT-SKU-00956,Apparel,Munich,9.38,6,762,190.51,353,7,4,10,2.934,11.86,68.14
MYT-SKU-00957,Apparel,Leipzig,8.58,8,207,96.74,144,7,4,9,3.806,17.76,86.4
MYT-SKU-00958,Apparel,NewJersey,9.66,11,652,113.39,243,21,0,6,3.478,19.03,125.29
MYT-SKU-00959,Apparel,Leipzig,6.01,7,206,212.84,345,7,3,5,2.151,9.39,51.46
MYT-SKU-00960,Footwear,NewJersey,5.81,13,102,122.87,344,7,0,5,2.688,15.99,91.52
MYT-SKU-00961,Apparel,Munich,7.12,6,475,67.67,3,14,2,7,2.586,10.45,53.17
MYT-SKU-00962,Footwear,Leipzig,8.64,7,301,185.78,59,7,4,10,2.947,12.87,73.35
MYT-SKU-00963,Apparel,Leipzig,11.36,8,803,266.58,358,21,3,8,4.578,21.37,112.25
MYT-SKU-00964,Apparel,Munich,8.9,7,378,435.98,251,7,2,9,4.178,18.24,80.54
MYT-SKU-00965,Apparel,Leipzig,15.85,4,499,283.8,51,28,1,8,4.777,15.76,79.16
MYT-SKU-00966,Apparel,Leipzig,5.06,6,421,350.97,156,21,4,11,3.176,12.84,43.2
MYT-SKU-00967,Footwear,Leipzig,7.93,4,330,310.8,101,14,2,4,3.6,11.88,43.6
MYT-SKU-00968,Apparel,HongKong,7.68,19,642,180.49,90,7,1,6,2.734,19.66,165.58
MYT-SKU-00969,Footwear,Leipzig,6.19,4,539,94.82,262,7,3,9,3.478,11.48,36.24
MYT-SKU-00970,Apparel,Munich,12.99,3,591,135.63,293,7,4,9,3.181,9.09,48.06
MYT-SKU-00971,Footwear,Munich,8.45,3,582,395.92,205,7,2,7,3.22,9.2,34.55
MYT-SKU-00972,Accessories,Leipzig,4.59,7,205,80.19,115,21,3,9,2.339,10.21,42.34
MYT-SKU-00973,Footwear,Munich,8.06,3,518,54.73,43,28,3,6,3.323,9.5,33.68
MYT-SKU-00974,Apparel,Munich,7.68,7,560,385.72,214,21,1,3,3.664,16.0,69.76
MYT-SKU-00975,Apparel,Leipzig,7.62,6,479,252.11,51,21,2,8,2.448,9.89,55.61
MYT-SKU-00976,Apparel,Leipzig,7.91,5,290,310.94,98,28,3,9,3.658,13.5,53.05
MYT-SKU-00977,Footwear,Munich,6.22,4,237,373.71,221,7,1,8,2.801,9.24,34.12
MYT-SKU-00978,Apparel,HongKong,10.81,22,861,160.93,92,7,2,8,3.249,25.14,262.96
MYT-SKU-00979,Apparel,Leipzig,6.06,4,347,340.55,306,21,1,8,3.363,11.1,35.34
MYT-SKU-00980,Footwear,Munich,9.04,7,747,288.37,68,14,2,5,3.456,15.09,78.37
MYT-SKU-00981,Apparel,HongKong,8.84,20,410,22.87,269,7,2,8,4.036,29.78,206.58
MYT-SKU-00982,Bags,Leipzig,10.04,4,349,524.02,270,7,4,11,3.114,10.28,50.44
MYT-SKU-00983,Apparel,Leipzig,5.44,5,330,162.8,125,14,2,9,3.241,11.96,39.16
MYT-SKU-00984,Apparel,Leipzig,5.24,5,428,103.09,123,14,2,9,2.028,7.48,33.68
MYT-SKU-00985,Footwear,Munich,8.54,3,449,432.95,162,21,1,2,4.376,12.51,38.13
MYT-SKU-00986,Apparel,Leipzig,7.58,6,272,349.06,10,14,3,6,3.657,14.78,60.26
MYT-SKU-00987,Footwear,Leipzig,5.46,6,173,22.73,220,21,3,5,2.948,11.91,44.67
MYT-SKU-00988,Apparel,NewJersey,7.66,12,373,344.81,292,21,3,4,2.875,16.43,108.35
MYT-SKU-00989,Apparel,HongKong,5.62,23,444,384.46,71,7,3,10,2.975,23.54,152.8
MYT-SKU-00990,Bags,Leipzig,7.46,4,272,268.9,142,21,0,2,3.908,12.9,42.74
MYT-SKU-00991,Bags,Munich,7.81,4,441,247.98,44,7,4,11,2.682,8.85,40.09
MYT-SKU-00992,Footwear,Munich,5.19,5,145,197.57,75,14,0,2,2.434,8.98,34.93
MYT-SKU-00993,Apparel,Munich,9.08,7,642,216.21,238,7,4,8,2.659,11.61,75.17
MYT-SKU-00994,Footwear,Leipzig,4.08,8,202,178.7,230,14,1,8,2.502,11.68,44.32
MYT-SKU-00995,Apparel,Munich,6.32,3,208,233.71,7,7,3,10,2.718,7.77,26.73
MYT-SKU-00996,Apparel,Leipzig,7.94,4,569,437.99,279,28,1,7,3.871,12.77,44.53
MYT-SKU-00997,Accessories,Munich,4.18,3,291,26.05,31,7,1,6,1.81,5.17,17.71
MYT-SKU-00998,Apparel,NewJersey,5.66,11,99,442.36,70,14,0,2,2.131,11.66,73.92
MYT-SKU-00999,Accessories,Munich,3.08,6,148,384.05,280,14,0,5,1.8,7.27,25.75
MYT-SKU-01000,Apparel,NewJersey,6.17,12,367,361.24,228,7,4,11,2.544,14.54,88.58
MYT-SKU-01001,Apparel,NewJersey,6.44,12,220,209.23,336,7,1,4,3.277,18.73,96.01
MYT-SKU-01002,Apparel,Leipzig,9.79,8,188,44.88,350,7,1,8,3.345,15.61,93.93
MYT-SKU-01003,Bags,HongKong,6.45,23,234,452.87,126,7,4,7,3.012,23.83,172.18
MYT-SKU-01004,Footwear,Leipzig,5.92,6,474,403.68,246,7,0,4,2.888,11.67,47.19
MYT-SKU-01005,Bags,Leipzig,5.72,4,231,317.07,106,21,3,7,2.305,7.61,30.49
MYT-SKU-01006,Footwear,Munich,8.92,3,660,42.36,241,21,0,5,4.32,12.35,39.11
MYT-SKU-01007,Footwear,Munich,7.2,4,487,14.37,183,7,1,6,2.544,8.4,37.2
MYT-SKU-01008,Bags,Leipzig,5.43,5,472,102.88,0,28,0,3,2.982,11.0,38.15
MYT-SKU-01009,Apparel,Leipzig,5.7,5,458,277.4,264,21,1,4,2.682,9.9,38.4
MYT-SKU-01010,Apparel,Leipzig,6.81,8,583,446.02,105,7,0,4,3.092,14.43,68.91
MYT-SKU-01011,Apparel,Munich,12.07,6,202,323.9,303,7,3,5,4.474,18.08,90.5
MYT-SKU-01012,Accessories,Leipzig,8.4,6,313,80.83,217,14,3,5,4.264,17.23,67.63
MYT-SKU-01013,Accessories,Munich,7.39,6,595,389.85,185,14,0,1,2.177,8.8,53.14
MYT-SKU-01014,Apparel,Munich,5.74,3,247,301.2,44,7,3,7,3.125,8.93,26.15
MYT-SKU-01015,Footwear,Munich,4.67,4,89,144.08,273,7,3,8,1.968,6.49,25.17
MYT-SKU-01016,Accessories,Munich,5.67,6,480,231.73,314,7,3,7,3.197,12.92,46.94
MYT-SKU-01017,Apparel,Munich,10.29,3,503,188.52,194,14,4,6,4.561,13.03,43.9
MYT-SKU-01018,Footwear,HongKong,6.2,20,117,393.59,336,14,3,5,2.928,21.61,145.61
MYT-SKU-01019,Accessories,Munich,5.55,6,201,429.55,14,7,0,6,2.657,10.74,44.04
MYT-SKU-01020,Apparel,Leipzig,13.89,7,1100,66.18,162,14,2,9,3.105,13.55,110.78
MYT-SKU-01021,Footwear,Munich,6.69,6,497,76.58,140,21,0,3,3.603,14.56,54.7
MYT-SKU-01022,Apparel,NewJersey,6.94,10,623,48.12,321,7,3,5,3.796,19.81,89.21
MYT-SKU-01023,Accessories,Leipzig,4.68,8,225,178.45,354,21,0,4,2.818,13.15,50.59
MYT-SKU-01024,Accessories,Munich,7.6,4,286,437.32,56,7,4,11,2.671,8.81,39.21
MYT-SKU-01025,Accessories,Leipzig,5.89,6,147,444.44,316,21,0,3,2.355,9.52,44.86
MYT-SKU-01026,Apparel,Leipzig,8.45,5,316,273.02,341,14,3,9,4.149,15.31,57.56
MYT-SKU-01027,Bags,Leipzig,5.29,7,159,344.03,209,21,1,4,1.923,8.39,45.42
MYT-SKU-01028,Bags,Munich,4.3,3,280,231.11,340,7,3,9,1.78,5.09,17.99
MYT-SKU-01029,Apparel,NewJersey,3.45,9,250,12.21,112,7,0,3,2.284,11.31,42.36
MYT-SKU-01030,Bags,Leipzig,8.43,7,635,203.4,249,7,2,8,3.346,14.61,73.62
MYT-SKU-01031,Apparel,Munich,5.82,7,416,76.08,116,7,0,1,1.988,8.68,49.42
MYT-SKU-01032,Footwear,HongKong,3.61,23,187,12.87,56,7,2,7,2.704,21.4,104.43
MYT-SKU-01033,Apparel,Leipzig,7.55,5,335,404.45,112,21,1,8,2.798,10.32,48.07
MYT-SKU-01034,Apparel,HongKong,12.23,20,275,48.94,174,14,4,5,3.448,25.44,270.04
MYT-SKU-01035,Apparel,Leipzig,6.1,4,356,322.38,297,7,0,6,3.511,11.59,35.99
MYT-SKU-01036,Footwear,HongKong,3.91,22,191,416.94,289,14,2,7,2.455,19.0,105.02
MYT-SKU-01037,Apparel,Munich,4.7,6,156,67.66,55,7,1,7,2.343,9.47,37.67
MYT-SKU-01038,Footwear,HongKong,4.97,20,374,117.33,68,7,3,9,2.437,17.98,117.38
MYT-SKU-01039,Apparel,HongKong,10.83,21,740,114.95,40,14,4,9,3.785,28.62,256.05
MYT-SKU-01040,Apparel,Munich,11.04,4,636,49.72,160,14,1,7,3.75,12.38,56.54
MYT-SKU-01041,Apparel,Munich,9.94,4,299,410.46,253,7,0,4,2.697,8.9,48.66
MYT-SKU-01042,Bags,Munich,11.79,7,681,614.22,43,7,3,9,5.006,21.85,104.38
MYT-SKU-01043,Apparel,NewJersey,8.08,10,245,178.77,91,14,0,5,2.632,13.73,94.53
MYT-SKU-01044,Footwear,Munich,14.25,4,996,349.02,83,21,4,8,3.219,10.62,67.62
MYT-SKU-01045,Bags,Leipzig,4.05,6,113,376.2,329,21,3,9,1.722,6.96,31.26
MYT-SKU-01046,Footwear,Munich,6.0,3,423,309.44,157,7,1,8,3.033,8.67,26.67
MYT-SKU-01047,Apparel,Leipzig,10.15,4,564,313.85,115,14,3,6,4.512,14.89,55.49
MYT-SKU-01048,Apparel,Leipzig,8.46,5,747,351.59,194,7,3,7,3.707,13.68,55.98
MYT-SKU-01049,Bags,NewJersey,7.33,12,367,649.35,283,21,0,2,2.833,16.19,104.15
MYT-SKU-01050,Apparel,Leipzig,10.32,5,340,357.62,222,21,2,9,3.769,13.91,65.51
MYT-SKU-01051,Bags,HongKong,10.4,23,811,514.34,295,7,4,5,3.176,25.13,264.33
MYT-SKU-01052,Apparel,Leipzig,10.98,6,643,284.44,102,7,3,7,2.9,11.72,77.6
MYT-SKU-01053,Accessories,Munich,9.1,4,503,103.58,30,14,3,8,2.604,8.59,44.99
MYT-SKU-01054,Bags,Munich,2.37,3,54,217.62,321,14,3,9,1.973,5.64,12.75
MYT-SKU-01055,Accessories,Leipzig,5.17,5,225,45.01,94,7,0,6,2.49,9.19,35.04
MYT-SKU-01056,Apparel,NewJersey,8.08,11,124,124.91,17,14,3,7,3.524,19.28,108.16
MYT-SKU-01057,Bags,NewJersey,5.95,11,185,400.39,9,14,3,10,3.103,16.98,82.43
MYT-SKU-01058,Apparel,Munich,8.66,6,471,429.71,159,21,1,5,4.326,17.48,69.44
