Event_ID,FC_ID,Event_Date,Inbound_Arrival_Time_min,Stow_Time_min,Pick_Time_min,Pack_Time_min,Outbound_Dispatch_Time_min,Carrier,Total_Cycle_Time_min,Throughput_per_Hour,Defect_Flag,SLA_Met_Flag
AMZ-EVT-001120,FC-SFO-01,2025-05-04,128,412,167,225,29,Carrier-B,961,0.29,0,0
AMZ-EVT-001121,FC-MUM-01,2025-11-21,142,190,157,82,215,Carrier-C,786,0.18,0,0
AMZ-EVT-001122,FC-MUM-01,2025-06-19,16,256,522,223,216,Carrier-A,1233,0.11,0,0
AMZ-EVT-001123,FC-BER-01,2025-01-31,238,148,363,213,206,Carrier-C,1168,0.12,0,0
AMZ-EVT-001124,FC-SFO-01,2025-08-26,89,127,44,47,285,Carrier-E,592,0.19,0,0
AMZ-EVT-001125,FC-LON-01,2025-01-04,188,351,432,66,341,Carrier-C,1378,0.21,0,0
AMZ-EVT-001126,FC-BER-01,2025-10-04,133,374,578,127,65,Carrier-D,1277,0.13,0,0
AMZ-EVT-001127,FC-BER-01,2025-10-30,219,150,583,226,237,Carrier-A,1415,0.2,0,0
AMZ-EVT-001128,FC-SFO-01,2025-08-21,43,157,543,150,88,Carrier-C,981,0.21,0,0
AMZ-EVT-001129,FC-BER-01,2025-06-04,150,371,88,189,100,Carrier-A,898,0.24,0,0
AMZ-EVT-001130,FC-BER-01,2025-01-10,172,305,192,159,100,Carrier-B,928,0.21,0,0
AMZ-EVT-001131,FC-BER-01,2025-05-18,172,358,198,158,290,Carrier-B,1176,0.24,0,0
AMZ-EVT-001132,FC-MUM-01,2025-11-18,144,157,151,157,339,Carrier-C,948,0.15,0,0
AMZ-EVT-001133,FC-MUM-01,2025-09-09,33,30,208,51,165,Carrier-B,487,0.4,0,0
AMZ-EVT-001134,FC-MUM-01,2025-09-06,79,404,200,140,252,Carrier-A,1075,0.2,0,0
AMZ-EVT-001135,FC-MUM-01,2025-09-12,199,90,599,56,76,Carrier-E,1020,0.1,0,0
AMZ-EVT-001136,FC-BER-01,2025-03-11,148,314,577,16,301,Carrier-B,1356,0.2,0,0
AMZ-EVT-001137,FC-BER-01,2025-11-03,53,198,493,214,314,Carrier-B,1272,0.08,0,0
AMZ-EVT-001138,FC-SFO-01,2025-04-25,215,51,402,218,78,Carrier-B,964,0.13,0,0
AMZ-EVT-001139,FC-BER-01,2025-10-16,103,236,568,19,12,Carrier-A,938,0.24,0,0
AMZ-EVT-001140,FC-SFO-01,2025-11-11,47,85,477,183,170,Carrier-E,962,0.27,0,0
AMZ-EVT-001141,FC-BER-01,2025-09-19,163,461,310,137,104,Carrier-A,1175,0.17,0,0
AMZ-EVT-001142,FC-MUM-01,2025-10-13,11,153,525,161,230,Carrier-D,1080,0.17,0,0
AMZ-EVT-001143,FC-BER-01,2025-05-30,144,231,246,180,294,Carrier-A,1095,0.24,0,0
AMZ-EVT-001144,FC-BER-01,2025-03-29,121,70,125,188,151,Carrier-A,655,0.14,0,0
AMZ-EVT-001145,FC-BER-01,2025-04-16,235,432,190,106,256,Carrier-B,1219,0.11,0,0
AMZ-EVT-001146,FC-BER-01,2025-04-27,45,407,324,106,311,Carrier-D,1193,0.13,0,0
AMZ-EVT-001147,FC-SFO-01,2025-03-06,120,98,74,21,283,Carrier-E,596,0.41,0,0
AMZ-EVT-001148,FC-BER-01,2025-08-11,77,424,35,208,175,Carrier-C,919,0.17,0,0
AMZ-EVT-001149,FC-MUM-01,2025-02-14,190,385,194,223,39,Carrier-B,1031,0.15,0,0
AMZ-EVT-001150,FC-MUM-01,2025-01-29,186,440,472,209,276,Carrier-E,1583,0.09,0,0
AMZ-EVT-001151,FC-MUM-01,2025-05-08,194,345,143,189,42,Carrier-C,913,0.3,0,0
AMZ-EVT-001152,FC-MUM-01,2025-11-07,235,145,269,99,106,Carrier-E,854,0.16,0,0
AMZ-EVT-001153,FC-LON-01,2025-09-09,119,419,570,115,104,Carrier-C,1327,0.16,0,0
AMZ-EVT-001154,FC-MUM-01,2025-11-03,146,116,493,186,263,Carrier-B,1204,0.05,0,0
AMZ-EVT-001155,FC-SFO-01,2025-04-11,128,269,89,195,258,Carrier-B,939,0.07,0,0
AMZ-EVT-001156,FC-MUM-01,2025-08-07,38,100,41,43,33,Carrier-C,255,0.48,0,1
AMZ-EVT-001157,FC-MUM-01,2025-10-06,106,333,78,227,277,Carrier-B,1021,0.24,0,0
AMZ-EVT-001158,FC-SFO-01,2025-05-04,181,409,283,86,321,Carrier-D,1280,0.22,0,0
AMZ-EVT-001159,FC-MUM-01,2025-04-18,183,390,508,63,92,Carrier-D,1236,0.22,0,0
AMZ-EVT-001160,FC-BER-01,2025-07-28,107,354,431,113,140,Carrier-C,1145,0.22,0,0
AMZ-EVT-001161,FC-SFO-01,2025-09-17,230,304,235,73,154,Carrier-A,996,0.18,0,0
AMZ-EVT-001162,FC-MUM-01,2025-10-02,48,198,564,75,257,Carrier-D,1142,0.17,0,0
AMZ-EVT-001163,FC-MUM-01,2025-07-16,143,463,390,94,158,Carrier-D,1248,0.23,0,0
AMZ-EVT-001164,FC-MUM-01,2025-06-12,100,289,409,26,55,Carrier-C,879,0.15,0,0
AMZ-EVT-001165,FC-BER-01,2025-03-10,88,257,347,238,38,Carrier-C,968,0.25,0,0
AMZ-EVT-001166,FC-MUM-01,2025-04-19,16,219,462,209,147,Carrier-C,1053,0.13,0,0
AMZ-EVT-001167,FC-MUM-01,2025-01-06,189,304,248,54,26,Carrier-E,821,0.18,0,0
AMZ-EVT-001168,FC-BER-01,2025-10-12,165,431,87,94,121,Carrier-A,898,0.33,0,0
AMZ-EVT-001169,FC-MUM-01,2025-06-15,107,210,514,181,36,Carrier-C,1048,0.24,0,0
AMZ-EVT-001170,FC-SFO-01,2025-10-15,192,139,484,231,164,Carrier-D,1210,0.21,0,0
AMZ-EVT-001171,FC-MUM-01,2025-08-07,139,361,337,182,49,Carrier-E,1068,0.07,0,0
AMZ-EVT-001172,FC-LON-01,2025-08-06,148,254,108,35,278,Carrier-A,823,0.18,0,0
AMZ-EVT-001173,FC-BER-01,2025-08-10,167,247,207,126,157,Carrier-B,904,0.1,0,0
AMZ-EVT-001174,FC-MUM-01,2025-06-19,120,272,156,197,83,Carrier-B,828,0.18,0,0
AMZ-EVT-001175,FC-BER-01,2025-03-17,109,232,335,215,281,Carrier-B,1172,0.19,0,0
AMZ-EVT-001176,FC-SFO-01,2025-02-26,151,368,292,16,68,Carrier-B,895,0.31,0,0
AMZ-EVT-001177,FC-BER-01,2025-08-06,22,46,477,131,212,Carrier-C,888,0.12,1,0
AMZ-EVT-001178,FC-MUM-01,2025-09-22,157,464,485,35,310,Carrier-A,1451,0.16,0,0
AMZ-EVT-001179,FC-MUM-01,2025-04-15,192,131,526,157,172,Carrier-D,1178,0.23,0,0
AMZ-EVT-001180,FC-MUM-01,2025-02-11,15,250,380,22,10,Carrier-E,677,0.43,0,0
AMZ-EVT-001181,FC-SFO-01,2025-06-20,125,328,531,86,183,Carrier-D,1253,0.24,0,0
AMZ-EVT-001182,FC-MUM-01,2025-10-18,104,119,557,54,340,Carrier-A,1174,0.08,0,0
AMZ-EVT-001183,FC-BER-01,2025-03-12,66,410,513,202,214,Carrier-D,1405,0.18,0,0
AMZ-EVT-001184,FC-MUM-01,2025-01-17,75,113,176,33,359,Carrier-D,756,0.23,0,0
AMZ-EVT-001185,FC-MUM-01,2025-02-08,181,268,408,64,215,Carrier-A,1136,0.24,0,0
AMZ-EVT-001186,FC-BER-01,2025-10-17,152,213,145,119,241,Carrier-C,870,0.31,0,0
AMZ-EVT-001187,FC-LON-01,2025-11-26,97,92,174,70,65,Carrier-D,498,0.14,0,0
AMZ-EVT-001188,FC-MUM-01,2025-04-20,74,208,178,139,141,Carrier-E,740,0.36,0,0
AMZ-EVT-001189,FC-SFO-01,2025-10-02,48,443,405,174,98,Carrier-D,1168,0.16,0,0
AMZ-EVT-001190,FC-SFO-01,2025-07-20,239,151,399,205,259,Carrier-B,1253,0.08,0,0
AMZ-EVT-001191,FC-LON-01,2025-05-30,151,477,103,121,166,Carrier-D,1018,0.17,0,0
AMZ-EVT-001192,FC-MUM-01,2025-09-30,22,361,499,187,322,Carrier-D,1391,0.04,0,0
AMZ-EVT-001193,FC-LON-01,2025-05-27,197,325,492,84,65,Carrier-C,1163,0.16,0,0
AMZ-EVT-001194,FC-SFO-01,2025-02-16,52,362,237,103,160,Carrier-D,914,0.28,1,0
AMZ-EVT-001195,FC-BER-01,2025-05-28,59,149,236,207,264,Carrier-B,915,0.08,0,0
AMZ-EVT-001196,FC-LON-01,2025-08-11,185,141,207,229,211,Carrier-C,973,0.31,0,0
AMZ-EVT-001197,FC-SFO-01,2025-06-03,63,62,64,168,11,Carrier-E,368,0.51,0,1
AMZ-EVT-001198,FC-BER-01,2025-02-28,35,290,343,113,131,Carrier-A,912,0.2,0,0
AMZ-EVT-001199,FC-BER-01,2025-07-22,142,379,456,167,263,Carrier-D,1407,0.07,0,0
AMZ-EVT-001200,FC-BER-01,2025-08-07,161,36,368,116,128,Carrier-B,809,0.34,0,0
AMZ-EVT-001201,FC-MUM-01,2025-08-15,81,414,52,220,216,Carrier-A,983,0.19,0,0
AMZ-EVT-001202,FC-BER-01,2025-11-10,221,240,165,111,50,Carrier-C,787,0.35,0,0
AMZ-EVT-001203,FC-MUM-01,2025-05-06,183,201,365,196,241,Carrier-E,1186,0.17,0,0
AMZ-EVT-001204,FC-MUM-01,2025-08-20,176,390,454,158,100,Carrier-D,1278,0.22,0,0
AMZ-EVT-001205,FC-BER-01,2025-11-02,108,154,240,237,293,Carrier-B,1032,0.23,0,0
AMZ-EVT-001206,FC-BER-01,2025-05-19,112,214,106,136,196,Carrier-B,764,0.25,0,0
AMZ-EVT-001207,FC-MUM-01,2025-05-21,186,121,310,151,275,Carrier-D,1043,0.27,0,0
AMZ-EVT-001208,FC-BER-01,2025-10-13,36,287,472,150,338,Carrier-A,1283,0.08,0,0
AMZ-EVT-001209,FC-BER-01,2025-01-30,219,102,591,111,141,Carrier-A,1164,0.17,0,0
AMZ-EVT-001210,FC-SFO-01,2025-07-18,162,413,535,77,245,Carrier-C,1432,0.08,0,0
AMZ-EVT-001211,FC-BER-01,2025-08-05,77,217,282,197,193,Carrier-C,966,0.11,0,0
AMZ-EVT-001212,FC-BER-01,2025-03-10,52,415,531,156,26,Carrier-A,1180,0.23,0,0
AMZ-EVT-001213,FC-MUM-01,2025-01-04,68,369,91,178,71,Carrier-D,777,0.33,0,0
AMZ-EVT-001214,FC-MUM-01,2025-05-27,206,98,172,230,133,Carrier-B,839,0.22,0,0
AMZ-EVT-001215,FC-MUM-01,2025-06-16,126,364,572,133,222,Carrier-C,1417,0.1,0,0
AMZ-EVT-001216,FC-LON-01,2025-04-09,230,117,51,235,126,Carrier-C,759,0.19,0,0
AMZ-EVT-001217,FC-BER-01,2025-06-17,228,90,308,217,147,Carrier-B,990,0.26,0,0
AMZ-EVT-001218,FC-LON-01,2025-11-14,133,383,148,224,287,Carrier-E,1175,0.09,0,0
AMZ-EVT-001219,FC-BER-01,2025-06-10,31,18,570,216,339,Carrier-A,1174,0.1,0,0
AMZ-EVT-001220,FC-LON-01,2025-01-27,145,355,483,107,258,Carrier-A,1348,0.19,0,0
AMZ-EVT-001221,FC-SFO-01,2025-10-28,72,212,560,115,321,Carrier-A,1280,0.2,0,0
AMZ-EVT-001222,FC-MUM-01,2025-08-01,229,174,259,104,236,Carrier-B,1002,0.06,0,0
AMZ-EVT-001223,FC-BER-01,2025-05-12,146,382,271,230,268,Carrier-B,1297,0.05,0,0
AMZ-EVT-001224,FC-SFO-01,2025-06-27,14,93,503,15,50,Carrier-A,675,0.14,0,0
AMZ-EVT-001225,FC-MUM-01,2025-07-25,213,356,245,129,325,Carrier-C,1268,0.11,0,0
AMZ-EVT-001226,FC-LON-01,2025-02-02,214,192,523,25,114,Carrier-D,1068,0.08,0,0
AMZ-EVT-001227,FC-SFO-01,2025-09-23,217,456,284,202,316,Carrier-E,1475,0.17,0,0
AMZ-EVT-001228,FC-MUM-01,2025-05-11,87,66,469,193,207,Carrier-A,1022,0.13,0,0
AMZ-EVT-001229,FC-MUM-01,2025-11-05,112,54,462,53,359,Carrier-A,1040,0.2,0,0
AMZ-EVT-001230,FC-MUM-01,2025-06-26,8,22,78,77,169,Carrier-C,354,0.8,0,1
AMZ-EVT-001231,FC-BER-01,2025-08-03,204,241,377,232,276,Carrier-C,1330,0.16,0,0
AMZ-EVT-001232,FC-SFO-01,2025-01-06,236,297,354,18,111,Carrier-D,1016,0.29,0,0
AMZ-EVT-001233,FC-MUM-01,2025-06-15,11,241,144,225,254,Carrier-D,875,0.28,0,0
AMZ-EVT-001234,FC-MUM-01,2025-10-12,34,368,538,67,208,Carrier-C,1215,0.17,0,0
AMZ-EVT-001235,FC-MUM-01,2025-11-22,162,381,429,151,126,Carrier-B,1249,0.05,0,0
AMZ-EVT-001236,FC-BER-01,2025-07-29,112,255,396,16,335,Carrier-D,1114,0.09,0,0
AMZ-EVT-001237,FC-BER-01,2025-08-11,63,368,390,61,25,Carrier-C,907,0.17,0,0
AMZ-EVT-001238,FC-SFO-01,2025-10-25,153,418,350,100,135,Carrier-B,1156,0.15,0,0
AMZ-EVT-001239,FC-SFO-01,2025-10-27,123,408,341,107,85,Carrier-B,1064,0.1,0,0
AMZ-EVT-001240,FC-SFO-01,2025-04-27,79,103,58,198,187,Carrier-E,625,0.21,0,0
AMZ-EVT-001241,FC-SFO-01,2025-09-05,219,460,165,161,151,Carrier-A,1156,0.25,0,0
AMZ-EVT-001242,FC-MUM-01,2025-01-09,84,443,245,164,283,Carrier-A,1219,0.1,0,0
AMZ-EVT-001243,FC-SFO-01,2025-03-22,100,308,340,55,129,Carrier-A,932,0.11,0,0
AMZ-EVT-001244,FC-SFO-01,2025-07-22,80,59,50,18,109,Carrier-E,316,0.77,0,1
AMZ-EVT-001245,FC-MUM-01,2025-07-06,132,437,117,28,307,Carrier-B,1021,0.24,0,0
AMZ-EVT-001246,FC-BER-01,2025-02-12,147,338,315,112,22,Carrier-A,934,0.26,0,0
AMZ-EVT-001247,FC-BER-01,2025-05-16,151,233,228,186,176,Carrier-D,974,0.22,0,0
AMZ-EVT-001248,FC-MUM-01,2025-06-12,30,305,494,73,26,Carrier-A,928,0.26,0,0
AMZ-EVT-001249,FC-BER-01,2025-11-01,229,104,564,153,286,Carrier-C,1336,0.2,0,0
AMZ-EVT-001250,FC-LON-01,2025-06-25,42,308,267,193,183,Carrier-C,993,0.06,0,0
AMZ-EVT-001251,FC-MUM-01,2025-10-05,14,426,426,137,304,Carrier-E,1307,0.1,0,0
AMZ-EVT-001252,FC-BER-01,2025-07-30,222,188,270,153,201,Carrier-C,1034,0.25,0,0
AMZ-EVT-001253,FC-SFO-01,2025-05-24,160,130,173,226,118,Carrier-A,807,0.23,0,0
AMZ-EVT-001254,FC-MUM-01,2025-02-25,120,158,224,112,16,Carrier-B,630,0.4,0,0
AMZ-EVT-001255,FC-MUM-01,2025-06-21,64,408,119,85,170,Carrier-A,846,0.27,0,0
AMZ-EVT-001256,FC-MUM-01,2025-01-27,85,81,390,237,243,Carrier-A,1036,0.17,0,0
AMZ-EVT-001257,FC-LON-01,2025-09-08,91,285,170,90,235,Carrier-C,871,0.32,0,0
AMZ-EVT-001258,FC-MUM-01,2025-07-28,211,369,293,19,53,Carrier-D,945,0.23,0,0
AMZ-EVT-001259,FC-BER-01,2025-04-18,24,71,292,104,267,Carrier-C,758,0.12,0,0
AMZ-EVT-001260,FC-BER-01,2025-05-09,186,79,140,46,230,Carrier-D,681,0.42,0,0
AMZ-EVT-001261,FC-MUM-01,2025-04-02,192,295,92,135,126,Carrier-B,840,0.36,0,0
AMZ-EVT-001262,FC-MUM-01,2025-09-29,153,391,495,144,205,Carrier-C,1388,0.15,0,0
AMZ-EVT-001263,FC-MUM-01,2025-06-20,103,421,276,58,261,Carrier-A,1119,0.17,0,0
AMZ-EVT-001264,FC-MUM-01,2025-06-05,43,54,274,101,284,Carrier-D,756,0.09,0,0
AMZ-EVT-001265,FC-BER-01,2025-05-17,220,433,167,108,187,Carrier-D,1115,0.22,0,0
AMZ-EVT-001266,FC-MUM-01,2025-08-01,71,257,312,162,37,Carrier-B,839,0.27,0,0
AMZ-EVT-001267,FC-SFO-01,2025-05-11,80,231,569,125,290,Carrier-D,1295,0.2,0,0
AMZ-EVT-001268,FC-MUM-01,2025-05-30,201,441,59,216,49,Carrier-D,966,0.15,0,0
AMZ-EVT-001269,FC-MUM-01,2025-07-31,9,54,518,52,287,Carrier-A,920,0.22,0,0
AMZ-EVT-001270,FC-BER-01,2025-03-29,207,108,598,150,177,Carrier-A,1240,0.06,0,0
AMZ-EVT-001271,FC-SFO-01,2025-04-13,231,391,544,126,103,Carrier-C,1395,0.12,0,0
AMZ-EVT-001272,FC-BER-01,2025-04-10,77,196,551,203,167,Carrier-B,1194,0.24,0,0
AMZ-EVT-001273,FC-MUM-01,2025-01-31,169,69,455,208,329,Carrier-C,1230,0.14,0,0
AMZ-EVT-001274,FC-MUM-01,2025-09-05,133,290,563,188,192,Carrier-A,1366,0.21,1,0
AMZ-EVT-001275,FC-BER-01,2025-11-01,211,399,395,164,183,Carrier-B,1352,0.21,0,0
AMZ-EVT-001276,FC-MUM-01,2025-11-05,154,308,560,222,101,Carrier-B,1345,0.14,0,0
AMZ-EVT-001277,FC-MUM-01,2025-09-09,56,97,439,168,309,Carrier-A,1069,0.1,0,0
AMZ-EVT-001278,FC-MUM-01,2025-08-15,108,371,302,90,208,Carrier-B,1079,0.24,0,0
AMZ-EVT-001279,FC-MUM-01,2025-11-05,189,297,409,33,132,Carrier-B,1060,0.08,0,0
AMZ-EVT-001280,FC-BER-01,2025-11-08,74,111,207,164,353,Carrier-A,909,0.09,0,0
AMZ-EVT-001281,FC-SFO-01,2025-09-29,69,340,381,76,334,Carrier-D,1200,0.12,0,0
AMZ-EVT-001282,FC-MUM-01,2025-11-02,40,457,204,69,359,Carrier-D,1129,0.2,0,0
AMZ-EVT-001283,FC-SFO-01,2025-06-08,123,379,201,101,289,Carrier-B,1093,0.2,0,0
AMZ-EVT-001284,FC-MUM-01,2025-06-25,211,387,210,151,12,Carrier-B,971,0.29,0,0
AMZ-EVT-001285,FC-MUM-01,2025-08-18,223,441,200,161,320,Carrier-E,1345,0.09,1,0
AMZ-EVT-001286,FC-BER-01,2025-02-02,160,121,216,143,242,Carrier-D,882,0.34,0,0
AMZ-EVT-001287,FC-BER-01,2025-01-06,119,76,260,209,262,Carrier-D,926,0.1,0,0
AMZ-EVT-001288,FC-MUM-01,2025-03-01,164,72,50,221,314,Carrier-B,821,0.26,0,0
AMZ-EVT-001289,FC-BER-01,2025-01-30,231,69,474,207,275,Carrier-D,1256,0.17,0,0
AMZ-EVT-001290,FC-SFO-01,2025-11-16,200,431,512,45,317,Carrier-D,1505,0.07,0,0
AMZ-EVT-001291,FC-SFO-01,2025-11-22,46,258,149,41,11,Carrier-E,505,0.14,0,0
AMZ-EVT-001292,FC-MUM-01,2025-06-04,105,233,258,228,278,Carrier-E,1102,0.19,0,0
AMZ-EVT-001293,FC-BER-01,2025-08-30,54,109,32,22,195,Carrier-B,412,0.15,0,1
AMZ-EVT-001294,FC-MUM-01,2025-03-14,46,459,49,32,255,Carrier-D,841,0.18,0,0
AMZ-EVT-001295,FC-SFO-01,2025-01-12,50,437,582,162,13,Carrier-B,1244,0.23,0,0
AMZ-EVT-001296,FC-BER-01,2025-08-23,192,200,312,171,338,Carrier-B,1213,0.15,0,0
AMZ-EVT-001297,FC-BER-01,2025-03-04,237,269,220,173,275,Carrier-D,1174,0.11,0,0
AMZ-EVT-001298,FC-SFO-01,2025-07-25,52,101,526,175,84,Carrier-D,938,0.18,0,0
AMZ-EVT-001299,FC-LON-01,2025-08-30,119,32,283,106,108,Carrier-C,648,0.12,0,0
AMZ-EVT-001300,FC-MUM-01,2025-09-24,74,359,525,157,259,Carrier-A,1374,0.08,0,0
AMZ-EVT-001301,FC-MUM-01,2025-04-16,239,413,179,15,349,Carrier-A,1195,0.08,0,0
AMZ-EVT-001302,FC-LON-01,2025-08-05,29,339,149,181,47,Carrier-E,745,0.27,0,0
AMZ-EVT-001303,FC-MUM-01,2025-10-02,167,111,526,160,216,Carrier-D,1180,0.25,0,0
AMZ-EVT-001304,FC-MUM-01,2025-03-27,69,310,391,86,285,Carrier-B,1141,0.13,0,0
AMZ-EVT-001305,FC-MUM-01,2025-11-04,104,170,369,39,265,Carrier-B,947,0.09,0,0
AMZ-EVT-001306,FC-SFO-01,2025-05-23,130,85,150,78,54,Carrier-A,497,0.46,0,0
AMZ-EVT-001307,FC-SFO-01,2025-07-23,126,301,465,27,35,Carrier-B,954,0.06,0,0
AMZ-EVT-001308,FC-MUM-01,2025-11-11,225,217,454,141,69,Carrier-A,1106,0.23,0,0
AMZ-EVT-001309,FC-MUM-01,2025-09-16,165,230,30,231,246,Carrier-D,902,0.27,0,0
AMZ-EVT-001310,FC-MUM-01,2025-04-28,132,233,141,103,66,Carrier-E,675,0.38,0,0
AMZ-EVT-001311,FC-MUM-01,2025-03-15,205,459,142,202,164,Carrier-A,1172,0.23,0,0
AMZ-EVT-001312,FC-MUM-01,2025-11-18,122,349,210,149,106,Carrier-D,936,0.26,0,0
AMZ-EVT-001313,FC-MUM-01,2025-04-22,200,311,340,184,202,Carrier-D,1237,0.18,0,0
AMZ-EVT-001314,FC-MUM-01,2025-06-14,89,375,64,207,261,Carrier-B,996,0.1,0,0
AMZ-EVT-001315,FC-SFO-01,2025-10-25,214,372,537,18,38,Carrier-B,1179,0.09,0,0
AMZ-EVT-001316,FC-BER-01,2025-10-03,226,22,346,115,179,Carrier-D,888,0.11,0,0
AMZ-EVT-001317,FC-BER-01,2025-06-01,185,116,158,47,179,Carrier-B,685,0.18,0,0
AMZ-EVT-001318,FC-MUM-01,2025-08-18,179,152,192,176,311,Carrier-B,1010,0.08,0,0
AMZ-EVT-001319,FC-MUM-01,2025-05-01,50,65,237,180,37,Carrier-C,569,0.45,0,0
AMZ-EVT-001320,FC-MUM-01,2025-02-26,194,343,337,193,44,Carrier-B,1111,0.15,0,0
AMZ-EVT-001321,FC-MUM-01,2025-05-26,68,317,493,118,285,Carrier-B,1281,0.2,0,0
AMZ-EVT-001322,FC-BER-01,2025-11-22,66,338,587,202,283,Carrier-D,1476,0.17,0,0
AMZ-EVT-001323,FC-SFO-01,2025-08-16,96,169,348,60,100,Carrier-A,773,0.13,0,0
AMZ-EVT-001324,FC-MUM-01,2025-05-29,58,148,37,25,11,Carrier-D,279,0.92,0,1
AMZ-EVT-001325,FC-SFO-01,2025-04-26,38,243,525,35,189,Carrier-B,1030,0.19,0,0
AMZ-EVT-001326,FC-MUM-01,2025-02-14,223,37,501,141,61,Carrier-E,963,0.2,0,0
AMZ-EVT-001327,FC-BER-01,2025-09-10,234,333,276,55,305,Carrier-A,1203,0.19,0,0
AMZ-EVT-001328,FC-LON-01,2025-08-03,206,33,41,36,23,Carrier-C,339,0.44,0,1
AMZ-EVT-001329,FC-BER-01,2025-04-09,143,146,442,81,232,Carrier-A,1044,0.21,1,0
AMZ-EVT-001330,FC-MUM-01,2025-08-09,224,206,497,76,216,Carrier-A,1219,0.21,0,0
AMZ-EVT-001331,FC-BER-01,2025-02-24,64,69,471,216,234,Carrier-B,1054,0.06,0,0
AMZ-EVT-001332,FC-BER-01,2025-08-27,66,272,233,219,224,Carrier-D,1014,0.2,0,0
AMZ-EVT-001333,FC-MUM-01,2025-08-04,130,404,232,131,313,Carrier-E,1210,0.16,0,0
AMZ-EVT-001334,FC-MUM-01,2025-04-14,172,180,67,149,275,Carrier-B,843,0.08,0,0
AMZ-EVT-001335,FC-SFO-01,2025-09-03,134,105,278,203,250,Carrier-B,970,0.14,0,0
AMZ-EVT-001336,FC-SFO-01,2025-07-14,121,357,116,151,191,Carrier-C,936,0.27,0,0
AMZ-EVT-001337,FC-MUM-01,2025-07-26,221,92,96,94,36,Carrier-B,539,0.16,0,0
AMZ-EVT-001338,FC-SFO-01,2025-11-22,136,381,364,201,244,Carrier-B,1326,0.12,0,0
AMZ-EVT-001339,FC-BER-01,2025-06-28,177,379,143,205,94,Carrier-A,998,0.26,0,0
AMZ-EVT-001340,FC-BER-01,2025-02-28,154,94,159,52,160,Carrier-E,619,0.38,0,0
AMZ-EVT-001341,FC-BER-01,2025-03-01,138,338,557,60,39,Carrier-A,1132,0.15,0,0
AMZ-EVT-001342,FC-MUM-01,2025-03-01,90,354,322,51,341,Carrier-A,1158,0.15,0,0
AMZ-EVT-001343,FC-LON-01,2025-09-29,211,395,325,63,279,Carrier-D,1273,0.17,0,0
AMZ-EVT-001344,FC-LON-01,2025-07-27,166,162,264,138,334,Carrier-E,1064,0.06,0,0
AMZ-EVT-001345,FC-MUM-01,2025-10-30,52,473,57,207,89,Carrier-A,878,0.19,0,0
AMZ-EVT-001346,FC-LON-01,2025-03-28,209,52,31,40,318,Carrier-D,650,0.36,0,0
AMZ-EVT-001347,FC-MUM-01,2025-03-01,99,83,71,131,336,Carrier-C,720,0.17,0,0
AMZ-EVT-001348,FC-SFO-01,2025-07-09,194,460,401,55,111,Carrier-A,1221,0.18,0,0
AMZ-EVT-001349,FC-BER-01,2025-02-12,25,20,202,102,257,Carrier-E,606,0.46,0,0
AMZ-EVT-001350,FC-SFO-01,2025-08-15,9,249,342,73,71,Carrier-A,744,0.17,0,0
AMZ-EVT-001351,FC-SFO-01,2025-01-15,151,351,218,163,273,Carrier-C,1156,0.21,0,0
AMZ-EVT-001352,FC-LON-01,2025-05-01,135,376,41,200,147,Carrier-C,899,0.18,0,0
AMZ-EVT-001353,FC-MUM-01,2025-11-19,169,363,283,107,313,Carrier-C,1235,0.16,0,0
AMZ-EVT-001354,FC-MUM-01,2025-03-15,136,266,222,167,77,Carrier-D,868,0.19,0,0
AMZ-EVT-001355,FC-BER-01,2025-07-26,100,372,255,24,66,Carrier-D,817,0.15,0,0
AMZ-EVT-001356,FC-LON-01,2025-10-01,63,222,362,199,249,Carrier-A,1095,0.17,0,0
AMZ-EVT-001357,FC-BER-01,2025-06-10,32,19,409,28,345,Carrier-D,833,0.32,0,0
AMZ-EVT-001358,FC-SFO-01,2025-04-16,102,200,121,231,152,Carrier-A,806,0.09,0,0
AMZ-EVT-001359,FC-SFO-01,2025-01-18,121,219,283,28,36,Carrier-D,687,0.25,0,0
AMZ-EVT-001360,FC-BER-01,2025-05-28,43,269,537,103,75,Carrier-B,1027,0.18,0,0
AMZ-EVT-001361,FC-BER-01,2025-01-01,9,222,240,130,16,Carrier-D,617,0.17,0,0
AMZ-EVT-001362,FC-BER-01,2025-02-15,93,200,284,121,120,Carrier-B,818,0.17,0,0
AMZ-EVT-001363,FC-LON-01,2025-03-23,219,145,45,235,109,Carrier-A,753,0.19,0,0
AMZ-EVT-001364,FC-BER-01,2025-05-07,15,431,34,144,168,Carrier-C,792,0.23,0,0
AMZ-EVT-001365,FC-SFO-01,2025-11-21,54,226,504,159,283,Carrier-B,1226,0.14,0,0
AMZ-EVT-001366,FC-BER-01,2025-03-06,103,72,520,172,144,Carrier-B,1011,0.13,0,0
AMZ-EVT-001367,FC-BER-01,2025-10-10,59,359,525,44,243,Carrier-B,1230,0.21,0,0
AMZ-EVT-001368,FC-MUM-01,2025-09-25,131,315,523,41,253,Carrier-D,1263,0.06,0,0
AMZ-EVT-001369,FC-MUM-01,2025-07-22,211,190,206,78,291,Carrier-B,976,0.07,0,0
AMZ-EVT-001370,FC-SFO-01,2025-01-02,86,92,345,129,124,Carrier-D,776,0.27,0,0
