Part_Number,Supplier,RFQ_Price,Target_Price,Negotiated_Price,Lead_Time_Days,MOQ,Quality_Score,Tooling_Cost,Yearly_Consumption_Qty,Yearly_Spend,Cost_Savings_Achieved_%
TSL-PART-01837,Supplier-271,165.27,155.41,142.44,117,50,81.0,8474.78,94612,13476533.28,13.81
TSL-PART-01838,Supplier-269,666.64,600.85,626.69,114,1000,92.7,10234.53,186334,116773654.46,5.99
TSL-PART-01839,Supplier-374,436.94,407.31,408.28,23,100,97.5,13824.09,121998,49809343.44,6.56
TSL-PART-01840,Supplier-464,686.42,643.32,637.72,71,100,96.2,10899.46,101509,64734319.48,7.09
TSL-PART-01841,Supplier-136,631.8,566.95,539.81,67,50,81.7,15662.22,94362,50937551.22,14.56
TSL-PART-01842,Supplier-038,160.67,150.46,152.57,68,250,88.5,21985.11,105137,16040752.09,5.04
TSL-PART-01843,Supplier-137,683.31,632.4,608.81,89,50,78.2,20361.0,373,227086.13,10.9
TSL-PART-01844,Supplier-374,437.86,406.69,387.16,96,500,84.7,5926.24,115405,44680199.8,11.58
TSL-PART-01845,Supplier-323,312.77,266.69,289.78,59,250,79.9,9486.69,97847,28354103.66,7.35
TSL-PART-01846,Supplier-296,172.01,163.26,162.03,46,50,80.0,24138.55,45712,7406715.36,5.8
TSL-PART-01847,Supplier-315,801.93,755.73,661.07,10,250,79.3,7362.74,143415,94807354.05,17.57
TSL-PART-01848,Supplier-013,863.6,745.9,783.92,82,500,77.4,4553.39,38075,29847754.0,9.23
TSL-PART-01849,Supplier-299,981.84,881.86,944.04,65,100,84.8,10889.78,62553,59052534.12,3.85
TSL-PART-01850,Supplier-078,982.53,913.91,845.18,39,50,88.5,22678.39,85229,72033846.22,13.98
TSL-PART-01851,Supplier-099,1194.23,1104.05,1138.83,91,500,97.7,15747.51,117948,134322720.84,4.64
TSL-PART-01852,Supplier-414,292.96,253.03,273.74,110,50,76.0,17278.03,127527,34909240.98,6.56
TSL-PART-01853,Supplier-116,681.14,584.17,585.91,98,250,83.9,6349.01,64994,38080634.54,13.98
TSL-PART-01854,Supplier-085,687.27,635.73,671.44,60,100,90.2,3723.23,10031,6735214.64,2.3
TSL-PART-01855,Supplier-140,645.67,599.62,611.98,64,100,85.6,24784.28,47002,28764283.96,5.22
TSL-PART-01856,Supplier-345,427.45,390.45,356.76,100,50,91.6,7240.93,122106,43562536.56,16.54
TSL-PART-01857,Supplier-430,217.94,187.72,197.48,109,250,87.5,17798.96,134814,26623068.72,9.39
TSL-PART-01858,Supplier-020,692.86,657.52,654.42,9,500,83.6,17008.95,9350,6118827.0,5.55
TSL-PART-01859,Supplier-312,183.14,166.48,162.59,48,50,85.0,3125.18,80111,13025247.49,11.22
TSL-PART-01860,Supplier-118,19.32,17.73,19.27,71,100,77.2,14677.6,19227,370504.29,0.26
TSL-PART-01861,Supplier-262,795.08,707.59,738.45,72,500,70.0,2746.09,91291,67413838.95,7.12
TSL-PART-01862,Supplier-188,529.76,478.42,525.01,107,250,71.5,9925.91,82671,43403101.71,0.9
TSL-PART-01863,Supplier-380,1153.39,1076.98,1039.88,57,50,94.8,13185.57,86944,90411326.72,9.84
TSL-PART-01864,Supplier-471,413.83,360.57,393.12,59,100,74.0,19537.62,96028,37750527.36,5.0
TSL-PART-01865,Supplier-149,1189.89,1054.92,989.9,101,500,71.5,2555.27,61073,60456162.7,16.81
TSL-PART-01866,Supplier-160,15.77,14.73,15.01,81,250,97.3,23342.85,163057,2447485.57,4.82
TSL-PART-01867,Supplier-378,75.1,69.81,62.6,82,500,95.8,2054.23,30963,1938283.8,16.64
TSL-PART-01868,Supplier-260,797.62,692.85,756.88,62,250,72.0,8607.45,154072,116614015.36,5.11
TSL-PART-01869,Supplier-424,763.79,716.01,683.87,8,50,70.4,11753.92,94284,64477999.08,10.46
TSL-PART-01870,Supplier-186,653.11,574.24,650.41,90,50,73.5,8702.19,23707,15419269.87,0.41
TSL-PART-01871,Supplier-466,235.5,219.65,206.71,108,500,85.3,2243.85,143061,29572139.31,12.23
TSL-PART-01872,Supplier-160,118.45,105.72,99.16,55,50,80.7,12650.01,88644,8789939.04,16.29
TSL-PART-01873,Supplier-303,76.54,69.11,63.84,18,100,85.9,6235.02,68274,4358612.16,16.59
TSL-PART-01874,Supplier-490,930.4,811.71,882.22,53,100,81.2,16698.8,121991,107622900.02,5.18
TSL-PART-01875,Supplier-308,1056.5,963.08,1037.45,50,50,88.0,23455.71,13581,14089608.45,1.8
TSL-PART-01876,Supplier-337,985.83,846.79,971.26,62,250,93.6,15920.25,38849,37732479.74,1.48
TSL-PART-01877,Supplier-041,184.18,160.53,166.22,65,1000,92.2,3322.49,153981,25594721.82,9.75
TSL-PART-01878,Supplier-220,936.88,817.07,810.63,83,500,73.5,10515.21,153979,124819996.77,13.48
TSL-PART-01879,Supplier-413,1176.82,1085.19,1006.36,54,50,84.5,3199.69,13274,13358422.64,14.48
TSL-PART-01880,Supplier-331,739.23,667.99,644.87,61,50,98.5,11350.99,152812,98543874.44,12.76
TSL-PART-01881,Supplier-333,463.43,430.77,380.29,36,500,92.7,23677.87,620,235779.8,17.94
TSL-PART-01882,Supplier-294,117.19,101.74,107.48,11,250,89.7,7566.67,67000,7201160.0,8.29
TSL-PART-01883,Supplier-254,366.47,324.61,330.94,100,250,84.5,1822.67,9735,3221700.9,9.7
TSL-PART-01884,Supplier-086,705.26,669.52,698.99,28,250,92.4,11484.41,25407,17759238.93,0.89
TSL-PART-01885,Supplier-465,504.83,450.67,504.01,60,500,86.2,21888.57,29679,14958512.79,0.16
TSL-PART-01886,Supplier-303,618.15,584.35,527.87,59,250,92.1,3430.18,83089,43860190.43,14.6
TSL-PART-01887,Supplier-369,822.02,750.57,806.63,73,250,92.4,18462.16,38482,31040735.66,1.87
TSL-PART-01888,Supplier-010,521.12,448.43,499.26,106,100,76.6,10296.83,8535,4261184.1,4.19
TSL-PART-01889,Supplier-196,236.73,222.49,208.12,71,500,75.2,11267.12,41891,8718354.92,12.09
TSL-PART-01890,Supplier-364,97.5,91.73,94.06,72,50,84.2,19123.49,121608,11438448.48,3.53
TSL-PART-01891,Supplier-354,505.35,438.57,490.66,21,500,90.4,24335.9,65810,32290334.6,2.91
TSL-PART-01892,Supplier-449,1057.02,975.71,1041.9,22,250,91.2,7209.33,96556,100601696.4,1.43
TSL-PART-01893,Supplier-416,816.78,773.02,799.81,51,250,85.5,10089.74,159708,127736055.48,2.08
TSL-PART-01894,Supplier-358,285.74,253.77,259.84,101,1000,88.3,1479.86,91677,23821351.68,9.06
TSL-PART-01895,Supplier-289,602.69,556.66,509.73,39,250,93.0,8797.37,123689,63047993.97,15.42
TSL-PART-01896,Supplier-159,264.82,240.61,252.63,50,50,95.0,5973.13,7374,1862893.62,4.6
TSL-PART-01897,Supplier-235,169.76,158.1,167.94,13,500,84.5,18709.49,75953,12755546.82,1.07
TSL-PART-01898,Supplier-261,936.47,809.56,801.31,84,1000,74.8,17282.28,47130,37765740.3,14.43
TSL-PART-01899,Supplier-102,515.16,458.32,508.23,90,100,89.9,8239.86,158256,80430446.88,1.35
TSL-PART-01900,Supplier-325,71.79,63.16,71.02,67,100,75.3,15835.44,181842,12914418.84,1.07
TSL-PART-01901,Supplier-420,982.45,891.23,870.84,80,250,76.4,20675.56,65504,57043503.36,11.36
TSL-PART-01902,Supplier-265,1123.76,1043.93,1067.38,116,1000,92.7,21113.7,141197,150710853.86,5.02
TSL-PART-01903,Supplier-176,414.87,367.88,414.33,7,100,83.8,19787.7,158579,65704037.07,0.13
TSL-PART-01904,Supplier-257,597.27,559.58,516.38,113,100,81.3,8859.54,58890,30409618.2,13.54
TSL-PART-01905,Supplier-018,911.69,826.27,817.39,67,50,80.8,12020.54,20448,16713990.72,10.34
TSL-PART-01906,Supplier-357,48.97,44.75,46.11,69,500,92.0,16204.3,190177,8769061.47,5.84
TSL-PART-01907,Supplier-334,1100.58,1008.92,961.04,80,500,81.8,9421.47,59711,57384659.44,12.68
TSL-PART-01908,Supplier-274,1197.75,1050.21,1001.11,42,50,83.1,16611.36,66259,66332547.49,16.42
TSL-PART-01909,Supplier-318,608.76,562.21,508.54,39,500,78.0,19485.39,53499,27206381.46,16.46
TSL-PART-01910,Supplier-274,642.9,549.42,541.36,119,100,86.8,2374.96,148581,80435810.16,15.79
TSL-PART-01911,Supplier-472,625.14,576.41,566.02,27,100,91.5,10006.69,186819,105743290.38,9.46
TSL-PART-01912,Supplier-231,989.92,890.43,839.48,67,250,79.2,15501.36,186544,156599957.12,15.2
TSL-PART-01913,Supplier-315,632.12,564.43,591.62,95,250,95.1,10272.79,62975,37257269.5,6.41
TSL-PART-01914,Supplier-125,786.96,711.06,708.55,62,100,70.4,14945.6,146026,103466722.3,9.96
TSL-PART-01915,Supplier-408,782.25,733.88,666.58,100,250,70.7,13941.52,35332,23551604.56,14.79
TSL-PART-01916,Supplier-049,639.3,563.7,621.5,87,500,77.8,22287.52,143973,89479219.5,2.78
TSL-PART-01917,Supplier-078,1111.3,1045.66,979.2,49,500,95.0,13310.88,74389,72841708.8,11.89
TSL-PART-01918,Supplier-082,1024.09,949.69,927.42,108,100,80.5,21369.21,84897,78735175.74,9.44
TSL-PART-01919,Supplier-429,90.14,84.68,77.25,21,500,72.2,2705.62,182294,14082211.5,14.3
TSL-PART-01920,Supplier-150,493.13,429.93,454.76,41,250,88.2,15068.82,67153,30538498.28,7.78
TSL-PART-01921,Supplier-129,704.67,617.84,636.86,79,100,79.2,11065.54,182110,115978574.6,9.62
TSL-PART-01922,Supplier-277,943.02,810.03,867.56,62,500,73.9,19850.26,163336,141703780.16,8.0
TSL-PART-01923,Supplier-219,434.35,390.05,408.29,50,50,87.1,12300.29,31493,12858276.97,6.0
TSL-PART-01924,Supplier-013,740.03,666.01,638.33,108,250,72.8,19093.22,129131,82428191.23,13.74
TSL-PART-01925,Supplier-182,527.19,455.14,462.79,21,250,83.0,7024.08,46824,21669678.96,12.22
TSL-PART-01926,Supplier-309,153.04,140.81,147.01,42,250,98.0,15674.83,48229,7090145.29,3.94
TSL-PART-01927,Supplier-431,1193.99,1093.63,1103.43,119,250,85.7,838.75,122991,135711959.13,7.58
TSL-PART-01928,Supplier-075,816.31,709.53,735.7,18,1000,83.6,3655.93,70806,52091974.2,9.87
TSL-PART-01929,Supplier-234,357.02,315.96,322.94,59,100,71.0,18835.56,140364,45329150.16,9.55
TSL-PART-01930,Supplier-190,789.21,676.64,773.5,81,100,88.5,428.7,21002,16245047.0,1.99
TSL-PART-01931,Supplier-130,332.07,299.41,319.31,117,100,79.6,79.22,111202,35507910.62,3.84
TSL-PART-01932,Supplier-068,864.89,751.04,780.65,110,100,90.7,23557.4,43871,34247896.15,9.74
TSL-PART-01933,Supplier-156,286.89,250.93,235.64,60,250,97.8,3063.73,178497,42061033.08,17.86
TSL-PART-01934,Supplier-158,1163.47,1065.59,1120.15,52,50,79.1,5998.73,106460,119251169.0,3.72
TSL-PART-01935,Supplier-436,656.47,607.87,620.29,51,1000,91.5,5505.06,44393,27536533.97,5.51
TSL-PART-01936,Supplier-374,966.8,917.71,944.36,116,100,90.1,12463.61,129834,122610036.24,2.32
TSL-PART-01937,Supplier-234,849.02,787.09,727.17,40,50,91.3,24384.23,14026,10199286.42,14.35
TSL-PART-01938,Supplier-169,1042.64,984.01,982.45,17,1000,93.0,1823.4,150476,147835146.2,5.77
TSL-PART-01939,Supplier-370,1003.69,878.68,962.22,21,50,75.0,21954.58,14303,13762632.66,4.13
TSL-PART-01940,Supplier-108,76.8,69.36,66.34,91,250,88.6,14418.45,31541,2092429.94,13.62
TSL-PART-01941,Supplier-368,358.28,330.35,313.68,95,50,86.4,16818.13,19813,6214941.84,12.45
TSL-PART-01942,Supplier-116,671.43,624.09,653.57,9,250,76.6,19545.95,170791,111623873.87,2.66
TSL-PART-01943,Supplier-209,1000.18,900.44,827.82,94,100,79.0,21733.24,144454,119581910.28,17.23
TSL-PART-01944,Supplier-481,1051.98,996.79,1033.61,99,50,76.5,21699.34,199105,205796919.05,1.75
TSL-PART-01945,Supplier-279,482.67,445.68,458.49,103,50,85.7,18416.12,87211,39985371.39,5.01
TSL-PART-01946,Supplier-179,901.83,775.18,798.8,33,500,72.2,8991.02,17325,13839210.0,11.42
TSL-PART-01947,Supplier-093,772.59,715.2,760.45,83,1000,73.3,20231.41,120438,91587077.1,1.57
TSL-PART-01948,Supplier-469,1100.56,1037.58,1047.91,71,500,92.4,8064.18,89272,93549021.52,4.78
TSL-PART-01949,Supplier-058,1040.67,981.91,872.57,55,100,78.0,16210.97,52253,45594400.21,16.15
TSL-PART-01950,Supplier-206,299.72,270.02,250.83,22,50,98.3,12121.49,27410,6875250.3,16.31
TSL-PART-01951,Supplier-054,414.99,355.16,367.95,71,50,94.8,22489.7,48619,17889361.05,11.34
TSL-PART-01952,Supplier-426,333.02,286.58,312.56,82,250,95.7,1020.86,94826,29638814.56,6.14
TSL-PART-01953,Supplier-003,623.84,559.27,622.38,88,100,73.6,9461.88,172104,107114087.52,0.23
TSL-PART-01954,Supplier-230,85.5,79.27,71.88,91,50,85.2,43.48,31560,2268532.8,15.93
TSL-PART-01955,Supplier-014,436.5,387.84,373.7,32,50,70.1,7639.96,76500,28588050.0,14.39
TSL-PART-01956,Supplier-248,1109.82,951.82,1009.46,26,500,82.5,1056.3,7101,7168175.46,9.04
TSL-PART-01957,Supplier-359,920.21,795.08,910.01,65,100,94.8,3316.12,103929,94576429.29,1.11
TSL-PART-01958,Supplier-492,400.83,341.59,359.41,60,50,74.5,5610.24,33864,12171060.24,10.33
TSL-PART-01959,Supplier-481,532.36,494.3,485.89,82,250,78.3,6592.0,83247,40448884.83,8.73
TSL-PART-01960,Supplier-418,854.5,777.08,808.96,10,250,86.6,1941.18,122836,99369410.56,5.33
TSL-PART-01961,Supplier-323,1119.29,1034.01,1063.14,71,100,82.6,22968.13,39127,41597478.78,5.02
TSL-PART-01962,Supplier-272,927.33,801.09,775.74,8,250,78.7,4368.21,149715,116139914.1,16.35
TSL-PART-01963,Supplier-104,1175.93,1077.25,995.39,95,100,78.0,3843.82,10446,10397843.94,15.35
TSL-PART-01964,Supplier-231,1190.97,1066.5,1008.69,11,250,80.6,14422.93,177941,179487307.29,15.31
TSL-PART-01965,Supplier-324,234.48,204.32,232.46,70,50,90.4,13054.67,3346,777811.16,0.86
TSL-PART-01966,Supplier-178,35.89,33.16,30.7,96,250,98.6,14170.48,60953,1871257.1,14.46
TSL-PART-01967,Supplier-201,1006.15,871.55,898.41,35,100,95.2,4559.68,180197,161890786.77,10.71
TSL-PART-01968,Supplier-435,1071.6,974.84,1011.17,101,50,97.4,12615.93,70035,70817290.95,5.64
TSL-PART-01969,Supplier-136,546.92,511.25,502.88,25,100,86.7,74.47,125773,63248726.24,8.05
TSL-PART-01970,Supplier-235,82.25,73.26,76.67,8,250,87.2,11001.83,123886,9498339.62,6.78
TSL-PART-01971,Supplier-259,208.27,195.44,199.21,70,50,72.5,16558.51,13314,2652281.94,4.35
TSL-PART-01972,Supplier-481,143.6,131.31,123.88,64,500,88.9,8075.06,50693,6279848.84,13.73
TSL-PART-01973,Supplier-371,217.28,192.61,181.16,26,500,88.1,101.42,199843,36203557.88,16.62
TSL-PART-01974,Supplier-105,102.49,89.67,96.95,75,100,70.7,17073.03,1964,190409.8,5.41
TSL-PART-01975,Supplier-358,144.65,136.55,140.91,24,50,87.7,6249.95,192284,27094738.44,2.59
TSL-PART-01976,Supplier-452,849.44,766.97,800.72,82,100,76.9,14009.69,193569,154994569.68,5.74
TSL-PART-01977,Supplier-024,44.98,41.68,42.53,55,500,92.4,4679.56,128067,5446689.51,5.45
TSL-PART-01978,Supplier-438,1037.44,968.77,985.28,77,1000,92.4,9140.22,101012,99525103.36,5.03
TSL-PART-01979,Supplier-377,1000.97,887.86,929.33,62,50,90.3,17261.35,72012,66922911.96,7.16
TSL-PART-01980,Supplier-322,744.45,703.45,639.71,22,50,83.7,17511.35,43132,27591971.72,14.07
TSL-PART-01981,Supplier-054,1101.06,981.94,1061.54,69,500,96.0,6985.42,41104,43633540.16,3.59
TSL-PART-01982,Supplier-039,111.72,105.59,110.64,10,100,91.6,23680.52,106400,11772096.0,0.97
TSL-PART-01983,Supplier-385,310.63,264.84,307.72,7,250,83.0,16862.04,171254,52698280.88,0.94
TSL-PART-01984,Supplier-123,578.91,527.94,520.35,105,500,96.4,15803.33,102888,53537770.8,10.12
TSL-PART-01985,Supplier-252,168.31,144.67,165.76,21,1000,84.2,22485.69,96429,15984071.04,1.52
TSL-PART-01986,Supplier-235,753.73,696.73,711.29,19,100,72.0,7120.57,14652,10421821.08,5.63
TSL-PART-01987,Supplier-468,1000.8,950.67,957.68,70,50,81.6,1899.02,168713,161573065.84,4.31
TSL-PART-01988,Supplier-153,1019.82,935.7,962.32,7,500,90.9,14960.52,102290,98435712.8,5.64
TSL-PART-01989,Supplier-350,364.79,313.83,341.38,94,100,73.9,4193.16,130965,44708831.7,6.42
TSL-PART-01990,Supplier-107,184.25,166.17,155.17,15,50,85.3,7338.04,194286,30147358.62,15.78
TSL-PART-01991,Supplier-105,934.91,837.3,887.85,50,500,94.1,8464.52,166640,147951324.0,5.03
TSL-PART-01992,Supplier-037,428.65,370.42,416.77,86,500,71.1,24195.58,77708,32386363.16,2.77
TSL-PART-01993,Supplier-184,786.34,710.7,783.38,42,50,79.1,20926.44,60896,47704708.48,0.38
TSL-PART-01994,Supplier-443,99.52,87.54,98.8,115,50,97.3,14511.46,142565,14085422.0,0.72
TSL-PART-01995,Supplier-266,589.54,547.31,565.42,71,50,99.0,20308.43,61788,34936170.96,4.09
TSL-PART-01996,Supplier-139,362.03,334.0,343.36,41,100,87.8,11947.55,532,182667.52,5.16
TSL-PART-01997,Supplier-141,815.24,697.7,797.57,88,100,84.4,9470.02,143662,114580501.34,2.17
TSL-PART-01998,Supplier-251,735.47,632.05,608.91,43,500,83.3,705.76,98369,59897867.79,17.21
TSL-PART-01999,Supplier-461,546.96,484.96,487.74,39,250,89.8,21697.71,96849,47237131.26,10.83
TSL-PART-02000,Supplier-101,1119.58,960.68,1037.86,21,500,90.4,15446.51,116682,121099580.52,7.3
TSL-PART-02001,Supplier-227,656.64,592.74,565.37,99,50,74.3,5159.76,2777,1570032.49,13.9
TSL-PART-02002,Supplier-208,21.69,19.14,20.88,74,500,73.0,22429.66,96557,2016110.16,3.73
TSL-PART-02003,Supplier-035,631.83,594.47,610.77,16,50,72.8,6735.2,145271,88727168.67,3.33
TSL-PART-02004,Supplier-305,78.23,66.62,72.75,48,500,72.8,18218.37,181034,13170223.5,7.0
TSL-PART-02005,Supplier-378,1153.44,1062.64,1105.89,21,100,88.7,19180.05,117536,129981887.04,4.12
TSL-PART-02006,Supplier-182,891.41,840.82,804.11,60,250,96.9,20107.17,153193,123184023.23,9.79
TSL-PART-02007,Supplier-250,14.03,12.5,13.28,51,1000,97.4,19601.93,98104,1302821.12,5.35
TSL-PART-02008,Supplier-435,587.92,514.61,535.02,97,500,86.7,18036.58,99087,53013526.74,9.0
TSL-PART-02009,Supplier-367,1132.22,963.79,1066.89,41,50,92.3,14565.6,16966,18100855.74,5.77
TSL-PART-02010,Supplier-270,958.99,881.86,942.02,16,500,75.6,12781.46,106172,100016147.44,1.77
TSL-PART-02011,Supplier-193,331.33,291.57,291.66,20,100,95.0,2318.05,2069,603444.54,11.97
TSL-PART-02012,Supplier-388,813.63,738.93,809.82,90,250,74.3,490.25,64882,52542741.24,0.47
TSL-PART-02013,Supplier-120,922.46,844.26,768.03,106,50,72.5,2944.11,152362,117018586.86,16.74
TSL-PART-02014,Supplier-247,780.35,682.18,757.19,98,50,79.2,17224.51,20283,15358084.77,2.97
TSL-PART-02015,Supplier-230,1076.01,961.43,1039.3,84,1000,87.7,826.2,77179,80212134.7,3.41
TSL-PART-02016,Supplier-193,284.79,252.73,280.45,42,1000,70.3,12065.23,142744,40032554.8,1.52
TSL-PART-02017,Supplier-287,897.11,833.31,853.19,23,50,95.6,4904.21,194870,166261135.3,4.9
TSL-PART-02018,Supplier-321,726.41,655.72,714.86,119,1000,75.0,4235.69,196221,140270544.06,1.59
TSL-PART-02019,Supplier-478,1159.39,1081.71,1113.75,28,250,83.8,7254.69,73092,81406215.0,3.94
TSL-PART-02020,Supplier-034,822.3,708.18,802.2,88,250,79.7,14984.94,196798,157871355.6,2.44
TSL-PART-02021,Supplier-441,522.81,488.54,431.14,15,500,82.9,9375.85,140191,60441947.74,17.53
TSL-PART-02022,Supplier-009,143.74,124.72,122.09,55,500,85.3,8793.55,179914,21965700.26,15.06
TSL-PART-02023,Supplier-141,765.8,700.36,681.6,56,50,79.4,5541.17,98569,67184630.4,11.0
TSL-PART-02024,Supplier-365,1150.1,1012.21,1115.35,112,500,92.9,11835.7,119266,133023333.1,3.02
TSL-PART-02025,Supplier-268,401.84,353.33,389.83,61,500,85.8,19609.09,155946,60792429.18,2.99
TSL-PART-02026,Supplier-112,790.53,704.23,655.95,16,50,96.8,9541.4,88374,57968925.3,17.02
TSL-PART-02027,Supplier-201,944.19,884.85,785.55,23,250,73.5,3494.29,32032,25162737.6,16.8
TSL-PART-02028,Supplier-158,1050.94,909.9,960.59,73,500,79.4,14312.27,57469,55204146.71,8.6
TSL-PART-02029,Supplier-435,919.74,841.65,856.33,51,250,87.1,20354.73,163595,140091306.35,6.89
TSL-PART-02030,Supplier-088,500.61,453.61,418.71,32,100,90.6,14478.11,147630,61814157.3,16.36
TSL-PART-02031,Supplier-441,14.99,13.43,13.12,81,100,90.5,1082.66,122257,1604011.84,12.47
TSL-PART-02032,Supplier-253,709.07,672.06,656.75,20,1000,85.9,12977.31,56713,37246262.75,7.38
TSL-PART-02033,Supplier-378,665.24,579.86,647.22,83,500,84.2,5321.05,79278,51310307.16,2.71
TSL-PART-02034,Supplier-191,510.34,479.28,498.67,83,100,80.8,12255.54,36209,18056342.03,2.29
TSL-PART-02035,Supplier-016,762.05,660.72,639.01,103,500,96.7,8146.79,172461,110204303.61,16.15
TSL-PART-02036,Supplier-004,55.1,47.07,54.1,24,100,90.5,5342.96,129064,6982362.4,1.81
TSL-PART-02037,Supplier-094,1091.35,981.1,1024.62,17,1000,87.2,7555.91,120806,123780243.72,6.11
TSL-PART-02038,Supplier-276,369.17,325.59,364.95,51,500,96.5,2772.55,186545,68079597.75,1.14
TSL-PART-02039,Supplier-254,150.69,132.44,136.97,8,500,91.8,17397.03,8289,1135344.33,9.1
TSL-PART-02040,Supplier-239,239.78,223.81,218.87,100,50,94.0,5678.26,77555,16974462.85,8.72
TSL-PART-02041,Supplier-090,719.1,662.97,713.8,86,50,97.2,2932.12,74243,52994653.4,0.74
TSL-PART-02042,Supplier-481,935.02,802.5,872.51,31,500,87.1,19770.49,149992,130869519.92,6.69
TSL-PART-02043,Supplier-271,191.82,178.65,180.8,105,100,73.7,538.63,7559,1366667.2,5.74
TSL-PART-02044,Supplier-488,819.43,701.42,696.2,13,1000,91.2,12732.31,128935,89764547.0,15.04
TSL-PART-02045,Supplier-271,185.65,162.69,175.22,20,250,98.4,10114.67,73098,12808231.56,5.62
TSL-PART-02046,Supplier-038,862.25,807.76,816.68,68,100,87.3,6107.41,20232,16523069.76,5.29
TSL-PART-02047,Supplier-164,829.2,721.06,787.09,63,100,95.5,9926.08,171002,134593964.18,5.08
TSL-PART-02048,Supplier-081,1033.05,976.95,983.56,87,1000,81.7,5654.41,3964,3898831.84,4.79
TSL-PART-02049,Supplier-051,802.49,717.0,670.97,38,50,71.1,3093.56,193763,130009160.11,16.39
TSL-PART-02050,Supplier-343,85.03,72.65,81.21,93,250,91.7,10725.69,160249,13013821.29,4.49
TSL-PART-02051,Supplier-226,1012.89,919.34,887.2,81,100,71.2,22249.58,59382,52683710.4,12.41
TSL-PART-02052,Supplier-409,785.86,720.22,727.35,78,1000,97.5,14768.1,28706,20879309.1,7.45
TSL-PART-02053,Supplier-099,256.72,219.9,239.26,106,1000,85.4,13981.27,87119,20844091.94,6.8
TSL-PART-02054,Supplier-102,1127.97,1070.06,1061.74,19,250,97.3,16781.0,102411,108733855.14,5.87
TSL-PART-02055,Supplier-133,1055.44,998.8,996.03,108,50,76.4,11247.83,168544,167874880.32,5.63
TSL-PART-02056,Supplier-075,511.7,435.55,428.67,73,1000,93.1,21266.33,169453,72639417.51,16.23
TSL-PART-02057,Supplier-462,711.85,670.95,654.01,87,100,80.0,8115.47,85508,55923087.08,8.13
TSL-PART-02058,Supplier-259,805.39,687.27,663.36,97,100,76.7,8202.49,44184,29309898.24,17.63
TSL-PART-02059,Supplier-052,1014.26,943.79,904.07,64,100,71.2,5906.81,31378,28367908.46,10.86
TSL-PART-02060,Supplier-216,429.28,377.36,416.67,111,100,73.6,2169.86,145861,60775902.87,2.94
TSL-PART-02061,Supplier-289,815.2,735.57,715.97,89,50,81.5,8120.92,12090,8656077.3,12.17
TSL-PART-02062,Supplier-091,853.61,794.84,714.26,34,500,82.7,20781.18,115099,82210611.74,16.32
TSL-PART-02063,Supplier-281,445.87,382.77,366.49,36,100,82.4,19574.3,84684,31035839.16,17.8
TSL-PART-02064,Supplier-404,512.2,442.78,486.6,111,100,76.5,22785.7,68043,33109723.8,5.0
TSL-PART-02065,Supplier-164,511.38,480.68,491.28,72,50,93.2,14665.01,189571,93132440.88,3.93
TSL-PART-02066,Supplier-139,490.4,456.07,483.02,19,50,89.7,5268.21,11112,5367318.24,1.5
TSL-PART-02067,Supplier-434,649.51,589.82,549.61,87,250,72.1,6946.42,21079,11585229.19,15.38
TSL-PART-02068,Supplier-296,58.94,53.38,51.62,88,50,82.2,5542.34,187658,9686905.96,12.42
TSL-PART-02069,Supplier-077,1196.44,1118.65,1000.82,40,100,81.8,1398.84,30023,30047618.86,16.35
TSL-PART-02070,Supplier-401,371.49,346.46,345.58,81,50,95.6,12422.34,98557,34059328.06,6.97
TSL-PART-02071,Supplier-243,651.52,569.34,541.94,64,250,91.6,17916.62,23661,12822842.34,16.82
TSL-PART-02072,Supplier-368,346.99,313.61,287.3,70,500,97.5,18244.57,192859,55408390.7,17.2
TSL-PART-02073,Supplier-446,1123.63,969.86,1067.73,55,50,87.0,19264.5,94772,101190907.56,4.97
TSL-PART-02074,Supplier-295,1169.94,1012.13,1167.09,90,50,90.2,2726.09,67389,78649028.01,0.24
TSL-PART-02075,Supplier-262,1175.84,1009.33,1166.9,37,250,87.9,10111.96,39889,46546474.1,0.76
TSL-PART-02076,Supplier-057,525.11,476.69,506.56,45,50,75.4,16624.91,92699,46957605.44,3.53
TSL-PART-02077,Supplier-266,728.31,643.46,656.74,15,500,71.4,3813.53,9166,6019678.84,9.83
TSL-PART-02078,Supplier-494,986.91,934.01,985.22,35,250,74.0,12676.02,186586,183828258.92,0.17
TSL-PART-02079,Supplier-089,186.78,177.35,175.6,26,500,88.1,8491.9,113389,19911108.4,5.99
TSL-PART-02080,Supplier-389,461.44,430.24,433.88,59,500,73.5,12979.4,91693,39783758.84,5.97
TSL-PART-02081,Supplier-188,371.58,337.91,363.39,70,50,79.5,23263.22,193820,70432249.8,2.2
TSL-PART-02082,Supplier-007,587.78,536.73,587.32,66,1000,76.2,15029.92,94992,55790701.44,0.08
TSL-PART-02083,Supplier-431,958.1,864.48,922.18,78,1000,87.8,16177.33,28843,26598437.74,3.75
TSL-PART-02084,Supplier-019,755.5,668.66,694.28,104,50,87.4,925.09,43389,30124114.92,8.1
TSL-PART-02085,Supplier-132,143.97,123.59,135.69,113,50,80.7,13834.72,147171,19969632.99,5.75
TSL-PART-02086,Supplier-330,248.27,215.66,241.85,71,50,74.4,3457.22,138192,33421735.2,2.59
